Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Add Capsicum,2,$3.05,$0.28,$0.00,1%,0%,0%
Coke Zero Can,2,$8.00,$0.72,$3.78,1%,0%,53%
Regular Meatlovers [Dine-in],2,$52.00,$4.72,$10.38,1%,1%,80%
Regular Hail Africa,2,$20.00,$1.81,$5.82,1%,0%,71%
Add Garlic,2,$3.00,$0.28,$0.00,1%,0%,0%
Regular Pepperoni,2,$37.00,$3.36,$4.26,1%,1%,88%
Regular Bubba Gump,2,$52.00,$4.72,$8.31,1%,1%,84%
Large Bubba Gump,2,$31.00,$2.82,$11.60,1%,1%,63%
"Regular No Chorizo, No Cry",2,$39.00,$3.54,$5.82,1%,1%,85%
Sprite 1.25L,2,$0.00,$0.00,$8.53,1%,0%,
Regular El Patron,2,$44.50,$4.04,$7.28,1%,1%,84%
"Large No Chorizo, No Cry",1,$0.00,$0.00,$6.31,0%,0%,
Bundaberg Ginger Beer D,1,$8.00,$0.73,$3.59,0%,0%,55%
Large Margherita Wings Deal,1,$30.00,$2.73,$2.30,0%,1%,92%
Btl Fever-Tree Mediterannean Tonic D,1,$7.00,$0.64,$4.31,0%,0%,38%
VB Can D,1,$6.00,$0.55,$2.34,0%,0%,61%
Large Super House Special Wings Deal,1,$30.00,$2.73,$7.38,0%,1%,75%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Gluten-free Truffalo Soldier,1,$24.00,$2.18,$7.37,0%,1%,69%
Regular Hawaiian,1,$22.00,$2.00,$1.25,0%,1%,94%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.44,$3.27,0%,1%,88%
$60 BANQUET,1,$60.00,$5.45,$0.00,0%,1%,0%
Garlic  Bread,1,$0.00,$0.00,$1.42,0%,0%,
Regular New Yorker,1,$24.00,$2.18,$3.59,0%,1%,85%
Grifter Pale Ale Cans D,1,$7.00,$0.64,$3.26,0%,0%,53%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
Large BBQ Chicken Wings Deal,1,$30.00,$2.73,$4.34,0%,1%,86%
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,0%,2%,0%
Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
Large New Yorker,1,$0.00,$0.00,$5.01,0%,0%,
Regular Uber Margherita,1,$18.50,$1.68,$3.19,0%,0%,83%
Add Jalapenos,1,$1.50,$0.14,$0.00,0%,0%,0%
Add Sour Cream,1,$1.50,$0.14,$0.00,0%,0%,0%
Regular Vegetarian,1,$16.00,$1.45,$2.37,0%,0%,85%
Regular Sorrento,1,$24.00,$2.18,$4.11,0%,1%,83%
Add Pineapple,1,$1.50,$0.14,$0.00,0%,0%,0%
Large Truffalo Soldier,1,$25.00,$2.27,$4.56,0%,1%,82%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Axl Rose Pizza,1,$26.85,$2.43,$0.00,0%,1%,0%
Add Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],1,$23.77,$2.16,$3.19,0%,1%,87%
Gluten-free BBQ Chicken Pizza,1,$30.50,$2.77,$7.21,0%,1%,76%
Add Bocconcini,1,$3.00,$0.27,$0.00,0%,0%,0%
Gluten-free Sanchez,1,$30.50,$2.77,$8.03,0%,1%,74%
Regular Jimmy Jury [Dine-in],1,$27.89,$2.55,$3.34,0%,1%,88%
Large Sorrento,1,$27.00,$2.45,$7.17,0%,1%,73%
Feast Deal Pizzas,1,$45.00,$4.09,$0.00,0%,1%,0%
Large Cosmopolitan,1,$0.00,$0.00,$6.76,0%,0%,
Choc  Brownie,1,$0.00,$0.00,$1.95,0%,0%,
Regular Garlic Cheese Pizza,1,$9.00,$0.82,$1.39,0%,0%,85%
Large Roma Special,1,$25.00,$2.27,$6.22,0%,1%,75%
Grifter Pale Ale 4-pack D,1,$20.00,$1.82,$13.06,0%,0%,35%
,272,"$4,389.94",$396.76,$818.50,100%,100%,81%
