Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Sensei Calamari,2,$40.27,$3.65,$4.61,1%,1%,89%
Tommy's Margarita,2,$46.00,$4.18,$9.95,1%,1%,78%
No Cheese (Make It Dairy-Free),2,$0.00,$0.00,$0.00,1%,0%,0%
Make It A Burrito Bowl [gluten-free],2,$0.00,$0.00,$0.00,1%,0%,0%
Large Sanchez,2,$58.00,$5.27,$10.98,1%,1%,81%
Villa Fresco Sangiovese - Bottle,2,$99.61,$9.05,$24.12,1%,2%,76%
Beef Burrito D,2,$50.00,$4.55,$13.54,1%,1%,73%
Kuku Sauvignon Blanc - Bottle,2,$116.00,$10.54,$29.15,1%,2%,75%
Coke Zero Can,1,$4.00,$0.36,$1.89,0%,0%,53%
GF Flatbread,1,$4.13,$0.37,$0.00,0%,0%,0%
Miso Ramen,1,$0.00,$0.00,$0.00,0%,0%,0%
2x Aioli,1,$1.03,$0.09,$0.00,0%,0%,0%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Easy Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Sweet Potato Fries D,1,$14.00,$1.27,$2.53,0%,0%,82%
Large Hawaiian,1,$28.00,$2.55,$3.26,0%,1%,88%
Gluten-free Uber Margherita [Dine-in],1,$28.00,$2.54,$7.63,0%,1%,73%
Jalapeño Marg,1,$23.74,$2.13,$0.76,0%,0%,97%
Send Kids Food ASAP,1,$0.00,$0.00,$0.00,0%,0%,0%
Philter Red - Schooner,1,$0.00,$0.00,$2.53,0%,0%,
Farmhouse Salad,1,$24.90,$2.26,$0.00,0%,0%,0%
Petits Detours Rosé - Regular,1,$16.00,$1.45,$3.50,0%,0%,78%
Cranberry Juice Glass,1,$5.17,$0.47,$0.69,0%,0%,87%
Large Uber Margherita,1,$27.00,$2.45,$4.46,0%,1%,83%
Kids Nuggets & Chips,1,$13.45,$1.22,$2.25,0%,0%,83%
Arancini Balls 5pcs D,1,$25.00,$2.27,$0.00,0%,0%,0%
Kirin - Pint,1,$18.50,$1.68,$5.04,0%,0%,73%
Large Truffalo Soldier,1,$25.00,$2.27,$4.56,0%,0%,82%
Regular Hawaiian,1,$15.00,$1.36,$1.25,0%,0%,92%
White Light Pure Vodka [House],1,$9.90,$0.90,$1.52,0%,0%,85%
Buffalo Wings,1,$18.10,$1.64,$3.90,0%,0%,78%
Version Two Pinot Grigio - Bottle,1,$49.00,$4.45,$8.83,0%,1%,82%
Buffalo Wings D,1,$16.00,$1.45,$3.90,0%,0%,76%
Side Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
Padrillos Malbec - Large,1,$27.00,$2.45,$6.44,0%,1%,76%
Geppetto Pinot Noir - Large Glass,1,$24.78,$2.25,$5.85,0%,0%,76%
Sour Cream,1,$1.00,$0.09,$0.00,0%,0%,0%
Seadrift Coast Non-alc G&T,1,$13.42,$1.22,$2.41,0%,0%,82%
Fish Burrito D,1,$30.00,$2.73,$5.67,0%,1%,81%
Casa Gheller Prosecco - Glass,1,$16.00,$1.45,$3.35,0%,0%,79%
Regular Sanchez VEGAN [Dine-in],1,$26.00,$2.36,$3.02,0%,1%,88%
No Salad,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Meatlovers,1,$31.00,$2.82,$6.96,0%,1%,78%
Fresh is Best Summer Lager - Pint,1,$9.00,$0.82,$2.13,0%,0%,76%
Extra Patty,1,$6.00,$0.55,$0.00,0%,0%,0%
Kids Icecream,1,$5.00,$0.45,$0.74,0%,0%,85%
Roasted Tomato Coulis,1,$3.00,$0.27,$0.00,0%,0%,0%
BBQ Wings,1,$17.48,$1.60,$3.14,0%,0%,82%
Gluten-free El Patron [Dine-in],1,$31.00,$2.82,$8.63,0%,1%,72%
Large Cosmopolitan,1,$25.00,$2.27,$6.61,0%,0%,74%
Swap Gravy for Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Trentham Estate Rosé - Bottle,1,$49.00,$4.45,$10.55,0%,1%,78%
Chicken Shindig Burger,1,$27.78,$2.53,$4.77,0%,1%,83%
"Lemon, Lime & Bitters",1,$5.17,$0.47,$0.00,0%,0%,0%
Bry Ol San Pell,1,$0.00,$0.00,$2.33,0%,0%,
Hahn Super Dry GF,1,$10.50,$0.95,$2.71,0%,0%,74%
Lemon Meringue Martini,1,$24.79,$2.26,$3.50,0%,0%,86%
Bombay Dry [House],1,$7.00,$0.64,$2.15,0%,0%,69%
Bang Bang Cauli,1,$17.55,$1.60,$2.76,0%,0%,84%
Geppetto Pinot Noir - Regular,1,$15.00,$1.36,$3.51,0%,0%,77%
Baked Camembert,1,$25.72,$2.34,$0.00,0%,1%,0%
Lepinja Bread,1,$10.00,$0.91,$0.00,0%,0%,0%
Amalfi Olives,1,$11.50,$1.05,$0.00,0%,0%,0%
Side Blue Cheese Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
Regular El Patron [Dine-in],1,$26.00,$2.36,$3.64,0%,1%,86%
Regular Jimmy Jury [Dine-in],1,$10.80,$0.98,$3.34,0%,0%,69%
Large BBQ Chicken Pizza,1,$30.50,$2.77,$4.17,0%,1%,86%
Regular Uber Margherita [Dine-in],1,$23.00,$2.09,$3.19,0%,0%,86%
Fresh Lime Soda,1,$3.50,$0.32,$0.00,0%,0%,0%
Less Cheese,1,$0.00,$0.00,$0.00,0%,0%,0%
,324,"$5,125.04",$465.81,"$1,096.37",100%,100%,79%
